id,choice,ethnicity,masculinity
10543191916,asian-hm-04,asian,hm
10537460510,asian-hm-04,asian,hm
10535869321,asian-hm-04,asian,hm
10535792148,asian-hm-04,asian,hm
10535763314,asian-hm-04,asian,hm
10535742804,asian-hm-04,asian,hm
10535027674,asian-hm-04,asian,hm
10534145164,asian-hm-04,asian,hm
10534000065,asian-hm-04,asian,hm
10533457146,asian-hm-04,asian,hm
10533416759,asian-hm-04,asian,hm
10533126205,asian-hm-04,asian,hm
10530581073,asian-hm-04,asian,hm
10530522628,asian-hm-04,asian,hm
10529401543,asian-hm-04,asian,hm
10529366199,asian-hm-04,asian,hm
10529359442,asian-hm-04,asian,hm
10528096497,asian-hm-04,asian,hm
10527010341,asian-hm-04,asian,hm
10525420827,asian-hm-04,asian,hm
10524174819,asian-hm-04,asian,hm
10524154825,asian-hm-04,asian,hm
10524126032,asian-hm-04,asian,hm
10524125765,asian-hm-04,asian,hm
10524099300,asian-hm-04,asian,hm
10523283272,asian-hm-04,asian,hm
10521161116,asian-hm-04,asian,hm
10521080610,asian-hm-04,asian,hm
10521059039,asian-hm-04,asian,hm
10521009978,asian-hm-04,asian,hm
10520593864,asian-hm-04,asian,hm
10520593726,asian-hm-04,asian,hm
10520315727,asian-hm-04,asian,hm
10577885592,asian-em-04,asian,em
10577121393,asian-em-04,asian,em
10575905406,asian-em-04,asian,em
10574351860,asian-em-04,asian,em
10570051710,asian-em-04,asian,em
10569918291,asian-em-04,asian,em
10567693647,asian-em-04,asian,em
10567429878,asian-em-04,asian,em
10567330186,asian-em-04,asian,em
10567329933,asian-em-04,asian,em
10566340272,asian-em-04,asian,em
10565357542,asian-em-04,asian,em
10559292306,asian-em-04,asian,em
10559081276,asian-em-04,asian,em
10557750461,asian-em-04,asian,em
10554807142,asian-em-04,asian,em
10554537644,asian-em-04,asian,em
10553377571,asian-em-04,asian,em
10551427956,asian-em-04,asian,em
10550778848,asian-em-04,asian,em
10550682379,asian-em-04,asian,em
10546987820,asian-em-04,asian,em
10546785763,asian-em-04,asian,em
10546610612,asian-em-04,asian,em
10544371996,asian-em-04,asian,em
10538018257,asian-em-04,asian,em
10537834907,asian-em-04,asian,em
10537280430,asian-em-04,asian,em
10535869321,asian-em-04,asian,em
10535814082,asian-em-04,asian,em
10535812706,asian-em-04,asian,em
10535742804,asian-em-04,asian,em
10535742750,asian-em-04,asian,em
10535556612,asian-em-04,asian,em
10535091255,asian-em-04,asian,em
10535027674,asian-em-04,asian,em
10534532327,asian-em-04,asian,em
10534131663,asian-em-04,asian,em
10534092762,asian-em-04,asian,em
10534000065,asian-em-04,asian,em
10533999175,asian-em-04,asian,em
10533732661,asian-em-04,asian,em
10533621099,asian-em-04,asian,em
10533457146,asian-em-04,asian,em
10533221545,asian-em-04,asian,em
10533205766,asian-em-04,asian,em
10533126205,asian-em-04,asian,em
10531864397,asian-em-04,asian,em
10530650155,asian-em-04,asian,em
10530576726,asian-em-04,asian,em
10530522628,asian-em-04,asian,em
10529401543,asian-em-04,asian,em
10529366199,asian-em-04,asian,em
10529359442,asian-em-04,asian,em
10528849631,asian-em-04,asian,em
10528330395,asian-em-04,asian,em
10526678559,asian-em-04,asian,em
10526277529,asian-em-04,asian,em
10524154825,asian-em-04,asian,em
10524099300,asian-em-04,asian,em
10523543784,asian-em-04,asian,em
10523283272,asian-em-04,asian,em
10521558326,asian-em-04,asian,em
10521537804,asian-em-04,asian,em
10521161116,asian-em-04,asian,em
10521104257,asian-em-04,asian,em
10520593864,asian-em-04,asian,em
10520593726,asian-em-04,asian,em
10520299477,asian-em-04,asian,em
10577885592,white-hm-04,white,hm
10577121393,white-hm-04,white,hm
10576459547,white-hm-04,white,hm
10575905406,white-hm-04,white,hm
10575786682,white-hm-04,white,hm
10575582603,white-hm-04,white,hm
10575564367,white-hm-04,white,hm
10575178592,white-hm-04,white,hm
10574399154,white-hm-04,white,hm
10574351860,white-hm-04,white,hm
10573093817,white-hm-04,white,hm
10572609074,white-hm-04,white,hm
10572494298,white-hm-04,white,hm
10572490685,white-hm-04,white,hm
10570051710,white-hm-04,white,hm
10569093260,white-hm-04,white,hm
10567693647,white-hm-04,white,hm
10567558561,white-hm-04,white,hm
10567514935,white-hm-04,white,hm
10567510501,white-hm-04,white,hm
10567457347,white-hm-04,white,hm
10567414857,white-hm-04,white,hm
10567371556,white-hm-04,white,hm
10567335547,white-hm-04,white,hm
10567330186,white-hm-04,white,hm
10567329933,white-hm-04,white,hm
10567274516,white-hm-04,white,hm
10566510074,white-hm-04,white,hm
10566344307,white-hm-04,white,hm
10566045552,white-hm-04,white,hm
10566035417,white-hm-04,white,hm
10565201337,white-hm-04,white,hm
10564948425,white-hm-04,white,hm
10564564078,white-hm-04,white,hm
10563835707,white-hm-04,white,hm
10562671064,white-hm-04,white,hm
10561486687,white-hm-04,white,hm
10561370135,white-hm-04,white,hm
10561310258,white-hm-04,white,hm
10560030626,white-hm-04,white,hm
10559904786,white-hm-04,white,hm
10559870153,white-hm-04,white,hm
10559730353,white-hm-04,white,hm
10559695350,white-hm-04,white,hm
10559081276,white-hm-04,white,hm
10559014710,white-hm-04,white,hm
10558329096,white-hm-04,white,hm
10557853015,white-hm-04,white,hm
10557801073,white-hm-04,white,hm
10557750461,white-hm-04,white,hm
10557266095,white-hm-04,white,hm
10557196935,white-hm-04,white,hm
10555979134,white-hm-04,white,hm
10554806551,white-hm-04,white,hm
10554778918,white-hm-04,white,hm
10554537644,white-hm-04,white,hm
10554206996,white-hm-04,white,hm
10553732902,white-hm-04,white,hm
10553581852,white-hm-04,white,hm
10553377571,white-hm-04,white,hm
10551604466,white-hm-04,white,hm
10551587366,white-hm-04,white,hm
10551426544,white-hm-04,white,hm
10550878607,white-hm-04,white,hm
10550792395,white-hm-04,white,hm
10550786590,white-hm-04,white,hm
10550783519,white-hm-04,white,hm
10550779439,white-hm-04,white,hm
10550778897,white-hm-04,white,hm
10550776349,white-hm-04,white,hm
10550773491,white-hm-04,white,hm
10550766856,white-hm-04,white,hm
10550707300,white-hm-04,white,hm
10550682379,white-hm-04,white,hm
10550681622,white-hm-04,white,hm
10550597651,white-hm-04,white,hm
10550421253,white-hm-04,white,hm
10548914159,white-hm-04,white,hm
10548734804,white-hm-04,white,hm
10548622839,white-hm-04,white,hm
10548615211,white-hm-04,white,hm
10548298315,white-hm-04,white,hm
10547276667,white-hm-04,white,hm
10546869601,white-hm-04,white,hm
10546829942,white-hm-04,white,hm
10546785763,white-hm-04,white,hm
10544443872,white-hm-04,white,hm
10543479082,white-hm-04,white,hm
10543179845,white-hm-04,white,hm
10543067318,white-hm-04,white,hm
10538728559,white-hm-04,white,hm
10538041767,white-hm-04,white,hm
10538018257,white-hm-04,white,hm
10537906363,white-hm-04,white,hm
10537834907,white-hm-04,white,hm
10537519229,white-hm-04,white,hm
10537460510,white-hm-04,white,hm
10537280430,white-hm-04,white,hm
10536310538,white-hm-04,white,hm
10536036128,white-hm-04,white,hm
10535968279,white-hm-04,white,hm
10535839017,white-hm-04,white,hm
10535806391,white-hm-04,white,hm
10535804962,white-hm-04,white,hm
10535794228,white-hm-04,white,hm
10535792148,white-hm-04,white,hm
10535763314,white-hm-04,white,hm
10535607863,white-hm-04,white,hm
10535598206,white-hm-04,white,hm
10535596911,white-hm-04,white,hm
10535584195,white-hm-04,white,hm
10535556612,white-hm-04,white,hm
10535556535,white-hm-04,white,hm
10535189737,white-hm-04,white,hm
10534744759,white-hm-04,white,hm
10534691341,white-hm-04,white,hm
10534651295,white-hm-04,white,hm
10534594930,white-hm-04,white,hm
10534563891,white-hm-04,white,hm
10534550299,white-hm-04,white,hm
10534517518,white-hm-04,white,hm
10534071634,white-hm-04,white,hm
10534066894,white-hm-04,white,hm
10534000065,white-hm-04,white,hm
10533999175,white-hm-04,white,hm
10533895439,white-hm-04,white,hm
10533732661,white-hm-04,white,hm
10533621099,white-hm-04,white,hm
10533615222,white-hm-04,white,hm
10533416759,white-hm-04,white,hm
10533221545,white-hm-04,white,hm
10533205766,white-hm-04,white,hm
10532946899,white-hm-04,white,hm
10532030071,white-hm-04,white,hm
10531447986,white-hm-04,white,hm
10531441213,white-hm-04,white,hm
10531435272,white-hm-04,white,hm
10531247456,white-hm-04,white,hm
10530812562,white-hm-04,white,hm
10530638495,white-hm-04,white,hm
10530576726,white-hm-04,white,hm
10530522628,white-hm-04,white,hm
10529691128,white-hm-04,white,hm
10529366199,white-hm-04,white,hm
10529359442,white-hm-04,white,hm
10528204399,white-hm-04,white,hm
10528096497,white-hm-04,white,hm
10527894795,white-hm-04,white,hm
10526678559,white-hm-04,white,hm
10526670937,white-hm-04,white,hm
10526296100,white-hm-04,white,hm
10526241247,white-hm-04,white,hm
10526017289,white-hm-04,white,hm
10526007343,white-hm-04,white,hm
10525987458,white-hm-04,white,hm
10525549309,white-hm-04,white,hm
10525187037,white-hm-04,white,hm
10525177870,white-hm-04,white,hm
10524306063,white-hm-04,white,hm
10524174819,white-hm-04,white,hm
10524155311,white-hm-04,white,hm
10524154825,white-hm-04,white,hm
10524129368,white-hm-04,white,hm
10524126032,white-hm-04,white,hm
10524099300,white-hm-04,white,hm
10524094828,white-hm-04,white,hm
10524061762,white-hm-04,white,hm
10524010107,white-hm-04,white,hm
10523883793,white-hm-04,white,hm
10523798983,white-hm-04,white,hm
10523594952,white-hm-04,white,hm
10523543784,white-hm-04,white,hm
10523283272,white-hm-04,white,hm
10523202837,white-hm-04,white,hm
10523038107,white-hm-04,white,hm
10522777871,white-hm-04,white,hm
10522706556,white-hm-04,white,hm
10522572840,white-hm-04,white,hm
10521595635,white-hm-04,white,hm
10521557957,white-hm-04,white,hm
10521165605,white-hm-04,white,hm
10521154042,white-hm-04,white,hm
10521080610,white-hm-04,white,hm
10521078126,white-hm-04,white,hm
10521059039,white-hm-04,white,hm
10520634605,white-hm-04,white,hm
10520593726,white-hm-04,white,hm
10520582906,white-hm-04,white,hm
10520520874,white-hm-04,white,hm
10520495627,white-hm-04,white,hm
10520315660,white-hm-04,white,hm
10520299477,white-hm-04,white,hm
10520210026,white-hm-04,white,hm
10577885592,black-em-05,black,em
10576459547,black-em-05,black,em
10575905406,black-em-05,black,em
10574399154,black-em-05,black,em
10572490685,black-em-05,black,em
10569139683,black-em-05,black,em
10568684216,black-em-05,black,em
10567558561,black-em-05,black,em
10567429878,black-em-05,black,em
10567329933,black-em-05,black,em
10566510074,black-em-05,black,em
10566344307,black-em-05,black,em
10565201337,black-em-05,black,em
10564264622,black-em-05,black,em
10560030626,black-em-05,black,em
10559292306,black-em-05,black,em
10559014710,black-em-05,black,em
10558329096,black-em-05,black,em
10557853015,black-em-05,black,em
10557759317,black-em-05,black,em
10557750461,black-em-05,black,em
10557190664,black-em-05,black,em
10557137408,black-em-05,black,em
10554807142,black-em-05,black,em
10554537644,black-em-05,black,em
10553732902,black-em-05,black,em
10553503672,black-em-05,black,em
10553140999,black-em-05,black,em
10551587366,black-em-05,black,em
10551427956,black-em-05,black,em
10551426544,black-em-05,black,em
10550779439,black-em-05,black,em
10550766856,black-em-05,black,em
10550421253,black-em-05,black,em
10548914159,black-em-05,black,em
10548615211,black-em-05,black,em
10548294858,black-em-05,black,em
10546785763,black-em-05,black,em
10546610612,black-em-05,black,em
10543479082,black-em-05,black,em
10543191916,black-em-05,black,em
10543067318,black-em-05,black,em
10540267247,black-em-05,black,em
10538359694,black-em-05,black,em
10538338166,black-em-05,black,em
10538041767,black-em-05,black,em
10537834907,black-em-05,black,em
10537460510,black-em-05,black,em
10537280430,black-em-05,black,em
10536036128,black-em-05,black,em
10535968279,black-em-05,black,em
10535861325,black-em-05,black,em
10535812706,black-em-05,black,em
10535804962,black-em-05,black,em
10535792148,black-em-05,black,em
10535763314,black-em-05,black,em
10535742750,black-em-05,black,em
10535622258,black-em-05,black,em
10535607863,black-em-05,black,em
10535601149,black-em-05,black,em
10535597462,black-em-05,black,em
10535596911,black-em-05,black,em
10535580985,black-em-05,black,em
10535556612,black-em-05,black,em
10535556535,black-em-05,black,em
10535404220,black-em-05,black,em
10534594930,black-em-05,black,em
10534570570,black-em-05,black,em
10534532327,black-em-05,black,em
10534517518,black-em-05,black,em
10534145164,black-em-05,black,em
10534092762,black-em-05,black,em
10533999175,black-em-05,black,em
10533457146,black-em-05,black,em
10533205766,black-em-05,black,em
10533174505,black-em-05,black,em
10531435272,black-em-05,black,em
10530812562,black-em-05,black,em
10530576726,black-em-05,black,em
10530513980,black-em-05,black,em
10529335085,black-em-05,black,em
10528330395,black-em-05,black,em
10527894795,black-em-05,black,em
10526277529,black-em-05,black,em
10526017289,black-em-05,black,em
10525953958,black-em-05,black,em
10525505670,black-em-05,black,em
10525420827,black-em-05,black,em
10525187037,black-em-05,black,em
10525177870,black-em-05,black,em
10524166888,black-em-05,black,em
10522777871,black-em-05,black,em
10522572840,black-em-05,black,em
10521645764,black-em-05,black,em
10521595635,black-em-05,black,em
10521104257,black-em-05,black,em
10521080610,black-em-05,black,em
10521056784,black-em-05,black,em
10521009978,black-em-05,black,em
10520867805,black-em-05,black,em
10520621084,black-em-05,black,em
10520593726,black-em-05,black,em
10520592697,black-em-05,black,em
10520528312,black-em-05,black,em
10520315660,black-em-05,black,em
10520308927,black-em-05,black,em
10520299477,black-em-05,black,em
10577885592,asian-em-03,asian,em
10574351860,asian-em-03,asian,em
10567693647,asian-em-03,asian,em
10567429878,asian-em-03,asian,em
10567341608,asian-em-03,asian,em
10567335547,asian-em-03,asian,em
10567332672,asian-em-03,asian,em
10567330186,asian-em-03,asian,em
10559292306,asian-em-03,asian,em
10557759317,asian-em-03,asian,em
10551427956,asian-em-03,asian,em
10537280430,asian-em-03,asian,em
10535869321,asian-em-03,asian,em
10535742804,asian-em-03,asian,em
10534092762,asian-em-03,asian,em
10534000065,asian-em-03,asian,em
10530812562,asian-em-03,asian,em
10529401543,asian-em-03,asian,em
10529366199,asian-em-03,asian,em
10526678559,asian-em-03,asian,em
10524154825,asian-em-03,asian,em
10524099300,asian-em-03,asian,em
10523283272,asian-em-03,asian,em
10521161116,asian-em-03,asian,em
10520315727,asian-em-03,asian,em
10578286144,latino-hm-01,latino,hm
10577885592,latino-hm-01,latino,hm
10577121393,latino-hm-01,latino,hm
10575905406,latino-hm-01,latino,hm
10575178592,latino-hm-01,latino,hm
10574399154,latino-hm-01,latino,hm
10574351860,latino-hm-01,latino,hm
10573093817,latino-hm-01,latino,hm
10572494298,latino-hm-01,latino,hm
10570051710,latino-hm-01,latino,hm
10568684216,latino-hm-01,latino,hm
10567693647,latino-hm-01,latino,hm
10567558561,latino-hm-01,latino,hm
10567510501,latino-hm-01,latino,hm
10567429878,latino-hm-01,latino,hm
10567414857,latino-hm-01,latino,hm
10567362177,latino-hm-01,latino,hm
10567335547,latino-hm-01,latino,hm
10567330186,latino-hm-01,latino,hm
10567329933,latino-hm-01,latino,hm
10566510074,latino-hm-01,latino,hm
10565091197,latino-hm-01,latino,hm
10565055111,latino-hm-01,latino,hm
10564948425,latino-hm-01,latino,hm
10563835707,latino-hm-01,latino,hm
10561486687,latino-hm-01,latino,hm
10561370135,latino-hm-01,latino,hm
10561310258,latino-hm-01,latino,hm
10559904786,latino-hm-01,latino,hm
10559870153,latino-hm-01,latino,hm
10559730353,latino-hm-01,latino,hm
10559081276,latino-hm-01,latino,hm
10559014710,latino-hm-01,latino,hm
10558329096,latino-hm-01,latino,hm
10557853015,latino-hm-01,latino,hm
10557750461,latino-hm-01,latino,hm
10557696204,latino-hm-01,latino,hm
10555979134,latino-hm-01,latino,hm
10554807142,latino-hm-01,latino,hm
10554806551,latino-hm-01,latino,hm
10554778918,latino-hm-01,latino,hm
10554770359,latino-hm-01,latino,hm
10554537644,latino-hm-01,latino,hm
10553732902,latino-hm-01,latino,hm
10553581852,latino-hm-01,latino,hm
10553503672,latino-hm-01,latino,hm
10553377571,latino-hm-01,latino,hm
10553140999,latino-hm-01,latino,hm
10551660340,latino-hm-01,latino,hm
10551587366,latino-hm-01,latino,hm
10551427956,latino-hm-01,latino,hm
10551426544,latino-hm-01,latino,hm
10550878607,latino-hm-01,latino,hm
10550783519,latino-hm-01,latino,hm
10550779439,latino-hm-01,latino,hm
10550773491,latino-hm-01,latino,hm
10550682379,latino-hm-01,latino,hm
10550681622,latino-hm-01,latino,hm
10550421253,latino-hm-01,latino,hm
10548959958,latino-hm-01,latino,hm
10548622839,latino-hm-01,latino,hm
10548615211,latino-hm-01,latino,hm
10548294858,latino-hm-01,latino,hm
10547276667,latino-hm-01,latino,hm
10546869601,latino-hm-01,latino,hm
10546829942,latino-hm-01,latino,hm
10546827251,latino-hm-01,latino,hm
10546785763,latino-hm-01,latino,hm
10546610612,latino-hm-01,latino,hm
